content,date,district,place,problem,sentiment,tweetid
"@ConsumerVoiceIn @MoHFW_INDIA @drharshvardhan While tobacco is banned to control the spread of #Covid, it is being… https://t.co/IhLLHAwOiT",2020-07-15,Rajkot,Rajkot,['Transpotation'],negative,1.28e+18
"@dineshwadera Yes,
 but lockdown is only for ca students",2020-07-15,Guntur,Guntur,['Others'],negative,1.28e+18
"https://t.co/5pghlplx3w

Tried covering the beautiful song #AyeKhuda from the movie #Paathshaala

Please check out… https://t.co/RDEbRdufGX",2020-07-15,Paschim Bardhaman,Durgapur,null,positive,1.28e+18
@KenSir1581 @Arun2981 @inder1985 Hahahaha police ne aise hi pela tha first lockdown mein 🤣🤣,2020-07-15,New Delhi,New Delhi,null,positive,1.28e+18
@ANI news regarding lockdown in U P,2020-07-15,Prayagraj,Allahabad,null,neutral,1.28e+18
@BrahmapurCorp @Ganjam_Admin @DRDAGanjam Declare him a Covid warrior and release the insurance amount would become… https://t.co/C7onugrgpw,2020-07-15,Ganjam,Brahmapur,null,neutral,1.28e+18
"When Lockdown is Happening, Cloud Came Out! 
#sundaylockdown 
#lockdowndays #bluesky #cloud #mysuru #shotonpixel @… https://t.co/Gybm4qrJOS",2020-07-15,Mysuru,Mysore,null,neutral,1.28e+18
"#COVID19 
RECOVERIES .....ARE NEARING 
DOUBLE THE CASES IN #INDIA 
👍💐🙏

BUT , BUT .........DO REMEMBER !… https://t.co/ilElwUvLIb",2020-07-15,Mumbai,Mumbai,null,neutral,1.28e+18
"Why #lockdown again in #Bangalore?

https://t.co/h44ghDzHFS",2020-07-15,Bangalore,Bengaluru South,null,neutral,1.28e+18
@mid_day Malaika Arora. You are the only newspaper who cover her. I used to see the pic everyday before the lockdow… https://t.co/CnfED18J3N,2020-07-15,Mumbai,Mumbai,null,neutral,1.28e+18
Second doctor died in Assam due to COVID-19 . Dr PK Sarma a Senior Private Medical Practitioner from Tinsukia who w… https://t.co/3OXPk0vuDi,2020-07-15,Kamrup Metropolitan,Guwahati,['Transpotation'],negative,1.28e+18
Bangalore is under lockdown again. The little details that make daily life manageable are less uncertain than in th… https://t.co/jep7uU95tO,2020-07-15,Bangalore,Bengaluru,['Others'],negative,1.28e+18
"India records another surge in COVID-19 infections with 29,000 new cases  https://t.co/0vpyj5ptBS @yadavakhilesh… https://t.co/c1jrDC6QJo",2020-07-15,Varanasi,Varanasi,null,neutral,1.28e+18
"Extreme urgent 

Three ATM needs to be sanitized at Lingaraj Vihar Market Complex, Pokhariput Bbsr as a COVID posit… https://t.co/Iz1dicIfc5",2020-07-15,Khordha,Bhubaneshwar,['Transpotation'],negative,1.28e+18
"HRD minister launches 'world's most affordable' Covid-19 test kit developed by IIT Delhi
https://t.co/oowxXYGt85
So… https://t.co/pif1XW7Kyt",2020-07-15,New Delhi,New Delhi,null,neutral,1.28e+18
#OnlineClasses are very important during the situation of #Covid_19 https://t.co/oiuPZ0fBV6,2020-07-15,Patna,Patna,['Others'],negative,1.28e+18
"If you’re happy then we’re happy 💃🏻🙏🏻😊
.
.
.
#happy #coronavirus #Covid_19 #CoronaPositive #COVID19India #Mumbai… https://t.co/6td3beVtZu",2020-07-15,Mumbai,Mumbai,null,positive,1.28e+18
@deepolice12 @CPBlr This is what is required sir but not lockdown,2020-07-15,Bangalore,Bengaluru,null,neutral,1.28e+18
"@capt_amarinder TESTS COVID NEGATIVE, URGES ALL MINISTERS &amp; SENIOR OFFICIALS TO GET TESTED
@RT_MediaAdvPbCM… https://t.co/1xodyJHmN7",2020-07-15,Fazilka,Abohar,['Others'],negative,1.28e+18
"Over 6,000 Maharashtra Police personnel infected due to #COVID19 so far.

https://t.co/QvHjDCJkyR",2020-07-15,Mumbai,Mumbai,['Daily Services'],negative,1.28e+18
"Being excited and reading newspapers in the bathroom while being fully clothed is my jam . 👾
.
.
.
.
.
.
.
.… https://t.co/jBenuKzhg4",2020-07-15,Mumbai,Mumbai,['Transpotation'],negative,1.28e+18
@SrishtiSharma_ Mangalam drugs also a listed company which is one of the largest hydroxychloroquine api manufacture… https://t.co/HBXFvJw68V,2020-07-15,New Delhi,New Delhi,null,neutral,1.28e+18
"Make this quarantine a turning point in ur life, that's i just mean learn something. Show love and care around you.… https://t.co/Hdys6AGX3d",2020-07-15,Katihar,"Barsoi Railway Station, Barsoi, Bihar",null,positive,1.28e+18
"06 Flight operated today (15-7) #52Day after Resume Domestic Flt fm 25May20

@allianceair
HYD-KLH-BLR PAXs_19 &amp; 5
B… https://t.co/uCDmz6xw7A",2020-07-15,Kolhapur,Kolhapur Airport,null,neutral,1.28e+18
"@SushilS83122352 @SaifSiddiquiINC @sambitswaraj Are you forgetting us is also having a useless premier, who is keep… https://t.co/xzvLcoWL0c",2020-07-15,Gautam Buddha Nagar,Greater Noida,['Food Shortage'],negative,1.28e+18
We have sent 150 countries medicines amidst Covid crisis: PM Modi https://t.co/ckzpaYlPow,2020-07-15,New Delhi,New Delhi,['Economic'],negative,1.28e+18
"@DCPSouthBCP @Tejasvi_Surya @RAshokaBJP @Ravi_LA @DrKNarayanan @sugaradhana If fumigating helped, we shouldn’t have… https://t.co/PDKWsLjx0L",2020-07-15,Bangalore,Bengaluru South,null,neutral,1.28e+18
@peter42047303 @EvilPotato_15 @VVowsim @_GhulamMustafa_ Idols be damned but where the hell is your God hiding durin… https://t.co/DpI6PG2Z7c,2020-07-15,Chennai,Perambur Purasavakam,['Transpotation'],negative,1.28e+18
"@ConsumerVoiceIn @MoHFW_INDIA @drharshvardhan While tobacco is banned to control the spread of #Covid, it is being… https://t.co/IhLLHAwOiT",2020-07-15,Rajkot,Rajkot,['Transpotation'],negative,1.28e+18
@milindtapaswi @Yadush @deepalinaair @ShvethaR @rashmikanish @wowlife @saurabhppandey @saurshan @Prak_ap… https://t.co/hJaOQrGA4A,2020-07-15,Bangalore,Bengaluru South,null,neutral,1.28e+18
"#Lockdown is not a solution Mr @OfficeofSSC @ChouhanShivraj
@narendramodi @PMOIndia @AmitShah @BJP4India @BJP4MP… https://t.co/IS13w3XT0U",2020-07-15,Bhopal,Bhopal,['Economic'],negative,1.28e+18
Delhi: He fed thousands over 3 months till Covid got him https://t.co/8HkgwMju7n via @IndianExpress I strongly feel… https://t.co/rA8h28nJKb,2020-07-15,Khordha,Bhubaneshwar,['Food Shortage'],negative,1.28e+18
"@BSYBJP Ji , the police people have been ensuring the lockdown all over the Bangalore but we are wondering why the… https://t.co/BGk0uwtpFJ",2020-07-15,Bangalore,Bengaluru South,['Economic'],negative,1.28e+18
Bangalore is under lockdown again. The little details that make daily life manageable are less uncertain than in th… https://t.co/jep7uU95tO,2020-07-15,Bangalore,Bengaluru,['Others'],negative,1.28e+18
"Over 6,000 Maharashtra Police personnel infected due to #COVID19 so far.

https://t.co/QvHjDCJkyR",2020-07-15,Mumbai,Mumbai,['Daily Services'],negative,1.28e+18
"First show after lockdown.❣❣😘🙏🙏@peddlersamritsar
@artistaddy https://t.co/RS7hmmvsI4",2020-07-15,Amritsar,Amritsar,null,positive,1.28e+18
"My craving for few South Indian dishes during lockdown period has been increasing. 

I suddenly realized that the r… https://t.co/ZEvTpfE9c0",2020-07-15,Bangalore,Bengaluru South,null,neutral,1.28e+18
"Covid-19: Recoveries 1.8 times of active cases now
https://t.co/ZayhbLtRYo via NaMo App https://t.co/Bja1zjVxnF",2020-07-15,Bellary,Hospet,null,positive,1.28e+18
"Click on this link to watch all the episodes of SWEET N SOUR #streaming on @MXPlayer 

https://t.co/TfnZllrDsL

SHO… https://t.co/PT8UNwjmpO",2020-07-15,Mumbai,Mumbai,null,positive,1.28e+18
"Good News:
World's Most Affordable Covid-19 Diagnostic Kit Corosure developed by IIT Delhi
*Base price of RT-PCR ki… https://t.co/I1RFvbzZS5",2020-07-15,Rangareddy,Hayathnagar,null,positive,1.28e+18
Govt lists out essential service &amp; continuous process #industries in #Bengaluru that R allowed 2 operate during… https://t.co/Cxon9x838M,2020-07-15,Bangalore,Bengaluru South,null,neutral,1.28e+18
"Covid Testing Mobile van , Hydrabad  need such 20 vans 
https://t.co/rdClh6iOL5",2020-07-15,Patna,Rajendra Nagar,null,neutral,1.28e+18
"RIL 43rd AGM LIVE: Google to invest Rs 33,737 crore in Jio Platforms

https://t.co/EY5lGScMxT",2020-07-15,Mumbai,Mumbai,null,neutral,1.28e+18
I didn’t expect delivery so soon given the lockdown but that’s why @bengalurufc is the best. Always thinking of our… https://t.co/bxffxzfJCs,2020-07-15,Bangalore,Bengaluru South,null,positive,1.28e+18
"*VVCMC Covid 19 Daily Updates, *
*Date: 15 th July, 2020*, 
*Time- 6.00 pm,*

New Positive PT=  213 (count- 8760)
D… https://t.co/pz8RASb5fC",2020-07-15,Mumbai,Mumbai,null,positive,1.28e+18
"Ashok Ghige (SWO, CANARA BANK Age 52) of our Kakad Market, Mumbai branch passed away today (15.07.20) due to Covid-… https://t.co/k7IsUPsRo2",2020-07-15,Shahdol,Shahdol,null,neutral,1.28e+18
@mkssharma21 @samratGBasu @Kbarman16 @himantabiswa Only reason I would not go to a COVID ward without precaution is… https://t.co/81LBI8P1iW,2020-07-15,Kamrup Metropolitan,Guwahati,null,neutral,1.28e+18
@drharshvardhan @MoHFW_INDIA @rajeshtope11 @CMOMaharashtra @AmitShah @NITIAayog @PMOIndia @narendramodi… https://t.co/Dce53UgOnD,2020-07-15,Mumbai,Mumbai,null,neutral,1.28e+18
"In #AIIMS all employees irrespective of cadres including
Resident doctors r getting EHS
But in #Delhi Govt why Resi… https://t.co/8Iv9MFQb1I",2020-07-15,New Delhi,New Delhi,null,neutral,1.28e+18
"If you have #COVID symptoms,Dial 104 within 48 hours to seek medical advice. Support Chief Minister… https://t.co/hW4DdBjmNS",2020-07-15,Amritsar,Amritsar,null,positive,1.28e+18
"#ExclusiveInterview  With  @drhakkim, We Discuss about #COVID19 #plasmadonation , #lockdown benefits #VaccineUpdate… https://t.co/DkNXqHPNUC",2020-07-15,Nagapattinam,Nagapattinam,['Others'],negative,1.28e+18
"Let's bang utensils...... 
""India records another surge in COVID-19 infections with 29,000 new cases""  https://t.co/cDMtcIohmB",2020-07-15,Bangalore,Bengaluru South,null,neutral,1.28e+18
"Shoot mood on, 1st shoot after lockdown. https://t.co/0fMZkd1BUg",2020-07-15,Kolkata,Kolkata,['Daily Services'],negative,1.28e+18
"@SushilS83122352 @SaifSiddiquiINC @sambitswaraj Are you forgetting us is also having a useless premier, who is keep… https://t.co/xzvLcoWL0c",2020-07-15,Gautam Buddha Nagar,Greater Noida,['Food Shortage'],negative,1.28e+18
"@ASUS @ASUSIndia 
Are you listening?
I'm in Trouble 😫
Model:- ASUS TUF FX505DY-BQ002T
SERIAL NO :- K6NRCV02K576246… https://t.co/yo2ZaOyZjj",2020-07-15,Madhepura,Madhepura,['Daily Services'],negative,1.28e+18
"@shahdeo_ankit @SushilS83122352 @SaifSiddiquiINC @sambitswaraj Yes, It is, neither we are free from Covid 19 nor ec… https://t.co/Wsy650lQR0",2020-07-15,Gautam Buddha Nagar,Greater Noida,null,neutral,1.28e+18
"Like all BJP government’s decisions and policies, the unplanned lockdown too failed to achieve its objective and en… https://t.co/vrpW5KvBWS",2020-07-15,Mathura,Mathura,['Economic'],negative,1.28e+18
"@ConsumerVoiceIn While tobacco is banned to control the spread of #Covid, it is being transported through illegal w… https://t.co/gJbfsxE9L3",2020-07-15,Rajkot,Rajkot,['Transpotation'],negative,1.28e+18
You all know how important it is to check oxygen saturation in a person suffering from COVID-19. For that  Samsung… https://t.co/hpUdXv9N60,2020-07-15,Azamgarh,Nizamabad,['Transpotation'],negative,1.28e+18
"Covid Lab Test Results. Jhansi
15/7/2020. 5:00pm
Total Samples Tested today - 632
1).Today s Results  - 135 Positiv… https://t.co/nuKwhEJteE",2020-07-15,Jhansi,Jhansi,null,neutral,1.28e+18
"Adopting New Normal 
Today started field work after lockdown with all safety precautions. 
#NewNormal2020… https://t.co/WPdh59RbWj",2020-07-15,West Delhi,Janakpuri,null,positive,1.28e+18
Belgaum kan tak perlu lockdown. We will see what happens next.,2020-07-15,Belgaum,Belgaum,null,neutral,1.28e+18
"Covid Positive Patient being shifted from Neelam Apartment, Rajgarh Road to Hospital by District Administration Tea… https://t.co/3VsnbA45F2",2020-07-15,Kamrup Metropolitan,Guwahati,null,positive,1.28e+18
Wanna Taste New Recipe In This Boring Lockdown Then Go &amp; Checkout HK's New Video On YouTube ♥️ It Looks Delicious ✨… https://t.co/I3WSo05VcD,2020-07-15,Nashik,Nashik,null,positive,1.28e+18
"3 months in, how COVID-19 has permanently changed marketing https://t.co/mTp9ufVBZc via @marketingdive #COVID__19… https://t.co/oBCFLGk1O5",2020-07-15,Ahmedabad,Ahmadabad City,null,neutral,1.28e+18
15000 Indian cops contracted COVID while keeping us safe.I'm proud of their selfless dedication.Join the… https://t.co/tA4hLA9S6l,2020-07-15,Kolkata,Bidhan Nagar,null,positive,1.28e+18
@milindtapaswi @Yadush @deepalinaair @ShvethaR @rashmikanish @wowlife @saurabhppandey @saurshan @Prak_ap… https://t.co/hJaOQrGA4A,2020-07-15,Bangalore,Bengaluru South,null,neutral,1.28e+18
"India’s Rich Are Spending Thousands of Dollars on Face Masks Because, Why Not #india #Covid https://t.co/wZqmiPeRRT via @vice",2020-07-15,Pune,Pune,null,positive,1.28e+18
"@ConsumerVoiceIn @MoHFW_INDIA @drharshvardhan While tobacco is banned to control the spread of #Covid, it is being… https://t.co/IhLLHAwOiT",2020-07-15,Rajkot,Rajkot,['Transpotation'],negative,1.28e+18
@reliancejio hello sir we purchased jio wifi dongle in march 2020 but unfortunately battery is not working from few… https://t.co/RsJvj9cvqx,2020-07-15,Jaipur,Jaipur,['Transpotation'],negative,1.28e+18
Piz follow lockdown rools https://t.co/3uTmrwt6Rz,2020-07-15,Surat,Surat,null,neutral,1.28e+18
@TheOfficialSBI Due to covid you should reach your customer for services.,2020-07-15,Indore,Indore,null,neutral,1.28e+18
"First COVID-19 vaccine tested in U.S. shows promising results

No volunteers experienced a serious side effect, but… https://t.co/sXLm0dS9Ag",2020-07-15,Mumbai,Mumbai,null,neutral,1.28e+18
"If you have #COVID symptoms,Dial 104 within 48 hours to seek medical advice. Support Chief Minister… https://t.co/hW4DdBjmNS",2020-07-15,Amritsar,Amritsar,null,positive,1.28e+18
@HinaRohtaki Mam what about weekend lockdown status in chandigarh?,2020-07-15,Ward 3,Chandigarh,null,neutral,1.28e+18
"India records another surge in COVID-19 infections with 29,000 new cases  https://t.co/bo8hRIk2wP",2020-07-15,Aizwal,Aizawl,null,neutral,1.28e+18
"Are v still confused about d pivotal role a mask is playing in this pandemic?
Let's not come 1st in race of countri… https://t.co/3iVVXgV2fy",2020-07-15,Gurugram,Gurgaon,['Food Shortage'],negative,1.28e+18
"Extreme urgent 

Three ATM needs to be sanitized at Lingaraj Vihar Market Complex, Pokhariput Bbsr as a COVID posit… https://t.co/Iz1dicIfc5",2020-07-15,Khordha,Bhubaneshwar,['Transpotation'],negative,1.28e+18
@sanaa_blue @ShaliniElassery @ChandrakalaRat7 @dhamejap @HumayoonAsad @R_Ajay_ @pankajsinghPHO We bole to? I’ve sto… https://t.co/L5Ke06c8y1,2020-07-15,Faridabad,Faridabad,null,neutral,1.28e+18
"#please help us
Dear @KTRTRS sir. my son vamshi had been suffering from a brain issue since from his childhood.Even… https://t.co/lzyWhQXJEv",2020-07-15,Mahabubabad,Mahabubabad Bus Stand,null,positive,1.28e+18
"#ThalapathyVijay movie count on Tv channels during the Lockdown has reached 150 (includes repeats)

Still 6 of his… https://t.co/v9VsQ0oISg",2020-07-15,Agra,Tamil Nadu,['Economic'],negative,1.28e+18
"Lockdown vibes
Gotta cook my own food now

Cooking skill currently at 1",2020-07-15,Bangalore,Bengaluru South,null,neutral,1.28e+18
Like to thank India for the cooperation it has shown with EU on covid: President of the European Council Charles Mi… https://t.co/7ce2fjwFw5,2020-07-15,New Delhi,New Delhi,null,positive,1.28e+18
@AnupamSSaroj @Lokhandwala_Bom @Rajput_Ramesh @CMOMaharashtra @narendramodi @nsitharamanoffc Me and my husband had… https://t.co/otq3w0nrgK,2020-07-15,Thane,Thane,null,neutral,1.28e+18
"Adopting New Normal 
Today started field work after lockdown with all safety precautions. 
#NewNormal2020… https://t.co/WPdh59RbWj",2020-07-15,West Delhi,Janakpuri,null,positive,1.28e+18
Everyone deserves to be treated and checked. Hospitals cannot refuse to admit/treat the covid patients across the c… https://t.co/RWXwTYJcdp,2020-07-15,Bangalore,Bengaluru South,['Others'],negative,1.28e+18
"@gandabherunda I guess they won't remove this weeklong lockdown no matter what, however remains to be seen if they… https://t.co/afyMGfiBmT",2020-07-15,Bangalore,Bengaluru,null,neutral,1.28e+18
These innocent cows deserve a happy and healthy life amid Corona crisis. Don’t let the lockdown snatch it from them… https://t.co/boWWCQYYAn,2020-07-15,Lucknow,Lucknow,null,positive,1.28e+18
#Bengaluru touches  1975 cases today ... total Karnataka crosses 3000+ at 3173. #lockdown jolt for #NammaBengaluru.… https://t.co/T3cn0PGA4Q,2020-07-15,Bangalore,Bengaluru,null,neutral,1.28e+18
@myogiadityanath sir m covid positive pateint and m countinuously trying to call CMO office but no body is picking… https://t.co/0QFQFaXKhf,2020-07-15,Kanpur Nagar,Kanpur,['Transpotation'],negative,1.28e+18
Make Plasma Donation By COVID-19 Survivors Mandatory: Indian Medical Association To Maharashtra Govt https://t.co/eGJL5sa7P1,2020-07-15,Chennai,Egmore Nungambakkam,['Others'],negative,1.28e+18
"Covid Testing Mobile van , Hydrabad  need such 20 vans 
https://t.co/rdClh6iOL5",2020-07-15,Patna,Rajendra Nagar,null,neutral,1.28e+18
"Like all BJP government’s decisions and policies, the unplanned lockdown too failed to achieve its objective and en… https://t.co/vrpW5KvBWS",2020-07-15,Mathura,Mathura,['Economic'],negative,1.28e+18
