tweetid,content,place,district,date,problem,sentiment
1.28e+18,"Why India's #GDP is not going up..???

Answer: Sab web series dekhne mein busy hai poora din..! Phir baat karenge d… https://t.co/M7CDn6gZXD",Mumbai,Mumbai ,2020-06-29,['Transpotation'],negative
1.28e+18,@asadowaisi Sir at least make sure that COVID-19 test facility available in old city. Vijaya diagnostic is offering… https://t.co/LyhgAXyx0W,Hayathnagar,Rangareddy,2020-06-29,,neutral
1.28e+18,"@Dhirajs57113246 @DrRPNishank @narendramodi @DG_NTA @HRDMinistry @nsui Sir u r thinking about yourselves,just think… https://t.co/oRyCBFCv0w",Aligarh,Aligarh,2020-06-29,,positive
1.28e+18,"In a week's time, as many as 30 police and KSRP personnel have tested positive for #Covid_19 in #Mysuru region. 

R… https://t.co/nF5xpVx5Yk",Mysore,Mysuru ,2020-06-29,,neutral
1.28e+18,"@JaiveerShergill We are treated as of we are scapegoat 
For COVID-19 testing in Gujarat 
Cancel #GTU #exam2020… https://t.co/8sUBSwCKMi",Bhavnagar,Bhavnagar ,2020-06-29,['Food Shortage'],negative
1.28e+18,"@ArvindKejriwal Sir, other cities are imposing complete lockdown (Chennai, Guwahati, Hyderabad). Delhi has the high… https://t.co/EnmVv55SRb",New Delhi,New Delhi,2020-06-29,,neutral
1.28e+18,"@ParthPa39039827 @GTUoffice @ugc_india We are treated as of we are scapegoat 
For COVID-19 testing in Gujarat 
Canc… https://t.co/GOBzkj72M9",Bhavnagar,Bhavnagar ,2020-06-29,['Food Shortage'],negative
1.28e+18,"Continuity..As Rahul Gandhi,,Commented Adopt to ON and OFF  Switching https://t.co/rm6v5LLg54 the Country for Fifte… https://t.co/6uzqZNNafw",Gudalur,Nilgiris ,2020-06-29,,neutral
1.28e+18,"But this will not suffice to our current requirements or for future manufacturing operations, until we become… https://t.co/zPCw5o4daO",Raichur,Raichur ,2020-06-29,['Others'],negative
1.28e+18,@globaltimesnews Says the thugs who cooked up covid-19.,Neyveli,Cuddalore ,2020-06-29,,neutral
1.28e+18,@revanth_anumula @TelanganaCMO @TelanganaHealth @ts_health @Eatala_Rajender @ICMRDELHI If it is true it is very sad… https://t.co/w7NFkrlQTQ,Medchal,Medchal–Malkajgiri,2020-06-29,['Transpotation'],negative
1.28e+18,Terrible terrible wrong with this fucking  Adani electricity bill . Just got msg from Adani and Bill is 3 times the… https://t.co/QgqvDsDAlQ,Mumbai,Mumbai ,2020-06-29,['Transpotation'],negative
1.28e+18,I would like to say that we are in safe hand . We have a CM like @myogiadityanath ji. On comparing with other state… https://t.co/CMygi2ceXT,Karchana,Prayagraj,2020-06-29,,positive
1.28e+18,India’s position in the global context in the fight against COVID-19 is much better than other countries. IndiaFigh… https://t.co/swaUZ3VbTr,Mumbai,Mumbai ,2020-06-29,,positive
1.28e+18,"@KapilSibal We are treated as of we are scapegoat 
For COVID-19 testing in Gujarat 
Cancel #GTU #exam2020… https://t.co/UNbxpmmFJc",Bhavnagar,Bhavnagar ,2020-06-29,['Food Shortage'],negative
1.28e+18,@arjunmodhwadia @GTUoffice @imBhupendrasinh @SATAVRAJEEV @ahmedpatel @NSUIGujarat @nsui @IYC @IYCGujarat We are tre… https://t.co/24nE0clmg1,Bhavnagar,Bhavnagar ,2020-06-29,,positive
1.28e+18,"From past 22 days they have been increased 
9.48 on Petrol  &amp;
10.76 diesel 

It’s big loot On public in this covid… https://t.co/XEulex1dej",Hayathnagar,Rangareddy,2020-06-29,['Daily Services'],negative
1.28e+18,"@narendramodi ,@RAshokaBJP ,@nimmasuresh ,@Tejasvi_Surya  Sir's why this mess in Handling Covid-19 in Karnataka by… https://t.co/NEcSuVYNHb",Bengaluru South,Bangalore ,2020-06-29,['Others'],negative
1.28e+18,Stuck in traffic for past 30 mins....commute to office is a pain now. Banks were essential services in lockdown but… https://t.co/u1Vt7ZHBwF,Kalyan Dombivali,Thane,2020-06-29,['Transpotation'],negative
1.28e+18,"#EiSamay#Kolkata, West Bengal government already spend 100 core for purchasing PPE,mask,face shield, sanitizer etc… https://t.co/SIJzrdCDy0",Haora,Howrah,2020-06-29,,neutral
1.28e+18,"In Covid times, online consult seems to be another scam. I was booked by Apollo Hospital Hyderabad @HospitalsApollo… https://t.co/FcyCSjeBqY",Hyderabad,Hyderabad,2020-06-29,['Daily Services'],negative
1.28e+18,@fayedsouza India is fighting very hard for the third place in COVID 19 cases. They will definitely succeed. They w… https://t.co/xEaTT24bNI,Panaji,North Goa,2020-06-29,,positive
1.28e+18,"Almost India is going to complete it's 100th day for #lockdown.

The only daily updates from government is… https://t.co/xryufvjjuV",New Delhi,New Delhi,2020-06-29,['Transpotation'],negative
1.28e+18,"Condition of Duty going people in #kolkata 
Full of risk
If any body have #covid in this think what happens.… https://t.co/a16yTAxGsL",New Delhi,New Delhi,2020-06-29,['Food Shortage'],negative
1.28e+18,I guess all my atheism has come back to bite me since my relationship has been long distance long before covid. #fml https://t.co/vQlJtDRtWe,Greater Noida,Gautam Buddha Nagar,2020-06-29,['Economic'],negative
1.28e+18,"#smokingkills your lungs and other parts of your body, and it makes you more vulnerable to COVID-19 infection. 
It… https://t.co/WMn4ZYBhPv",New Delhi,New Delhi,2020-06-29,,positive
1.28e+18,@Congress_Army Lockdown.,New Delhi,New Delhi,2020-06-29,,neutral
1.28e+18,"Such a shame!
Principles and ethics are for everyone but for the wealthy lords.
Not paying salaries to employees du… https://t.co/sl2Iu7p9Wy",Mumbai,Mumbai ,2020-06-29,['Economic'],negative
1.28e+18,Is there a complete lockdown in Seawoods area also? @Navimumpolice,Navi Mumbai,Thane,2020-06-29,,neutral
1.28e+18,Changing #customer preferences is creating the need for digitization of brick and mortar / kirana stores #Retail… https://t.co/geuwXfLl0S,Jodhpur,Jodhpur ,2020-06-29,,neutral
1.28e+18,"Lockdown no problem.But it should be total, like curfew. 2days to buy things within 2kms radius and no bike or car… https://t.co/J2rnmv3PGV",Hyderabad,Hyderabad,2020-06-29,['Daily Services'],negative
1.28e+18,Bengali ghatam player helps raise funds for lockdown-hit classical musicians  https://t.co/sn4ZlaWfpI #music #MusicIsLife,Kolkata,Kolkata,2020-06-29,,neutral
1.28e+18,Teachers working in MCD Delhi were given duties in covid-19 ignoring their age. @ArvindKejriwal @OfficialSdmc… https://t.co/94IzcvGPaY,New Delhi,New Delhi,2020-06-29,['Transpotation'],negative
1.28e+18,"If a #lockdown should be announced, our superstitious leader might do that when Jupiter transit to Sagittarius happ… https://t.co/ECf2nEiQfp",Hyderabad,Hyderabad,2020-06-29,,positive
1.28e+18,"To support their community during COVID-19, @LGBTCenterNYC implemented a new chat capability in only 2 weeks. With… https://t.co/Peh5AVAP3f",Greater Noida,Gautam Buddha Nagar,2020-06-29,,neutral
1.28e+18,"You Tube &amp; AISBAF present Former Union Minister Hon’ble Shri Suresh  Prabhu this afternoon 2.45 pm on      ""Insuran… https://t.co/mLdaI67568",Kolkata,Kolkata,2020-06-29,,neutral
1.28e+18,"@ArvindKejriwal even Covid couldn't change Delhi...at least Azadpur, Asia's largest fruit &amp; veg hub. Peeved &amp; Aghas… https://t.co/ODEkajOpjA",Azadpur,North Delhi,2020-06-29,['Economic'],negative
1.28e+18,@SodexoIndiaClub I changed my job during lockdown. I have got Sodexo digital card when can I get physical card ?,Bengaluru South,Bangalore ,2020-06-29,['Economic'],negative
1.28e+18,"""I would get an NST bus seat to sleep upon with books as my pillow &amp; did small supply works as a high school studen… https://t.co/9DyLkloclI",Kohima,Kohima,2020-06-29,,positive
1.28e+18,@_LilMsSunshine Has the Government imposed lockdown again?,Mumbai,Mumbai ,2020-06-29,['Others'],negative
1.28e+18,"Irrelevant politicians remarking on Covid19 but City legislatures keep MUM. @asadowaisi
Telangana fails to set up e… https://t.co/WLbKJlQOzL",Hyderabad,Hyderabad,2020-06-29,,neutral
1.28e+18,@MamataOfficial kindly enforce complete lockdown in Siliguri the cases are increasing daily that too from various wards,Siliguri,Darjeeling,2020-06-29,,neutral
1.28e+18,@Dchautala @cmohry @PMOIndia @anilvijminister @DhandaMla @SANSAR_KRANTI 🙏🏻 sir pls save us from covid 19 https://t.co/cbtLG5BBgP,Jind,Jind,2020-06-29,,neutral
1.28e+18,"Every society have few cars parked along side wall, making no issue to traffic, you are issuing challans. After cov… https://t.co/PRKCHQiAJX",Noida,Gautam Buddha Nagar,2020-06-29,,neutral
1.28e+18,"Covid 19 battle is big, no individual can deal with it alone: Manish Sisodia responds to Amit Shah… https://t.co/MKNF0zG0e7",Jaipur,Jaipur,2020-06-29,['Daily Services'],negative
1.28e+18,"We are good in turning adversity into opportunity. Mushroom growth in online tutorials on REBT, CBT, managing anxie… https://t.co/nyLACFoADv",Haveli,Pune ,2020-06-29,,positive
1.28e+18,@DarshilKMashru @CPMumbaiPolice @indie_electric They are here to help us... U don't know what pain ppl and there re… https://t.co/B2E8XpbsaN,Panvel,Raigad,2020-06-29,,neutral
1.28e+18,"#MannKiBaat
Reiterating the need to maintain social distancing, PM Modi urges Indians to stay more vigilant during… https://t.co/U8Pj8HRaIX",Rajendra Nagar,Patna,2020-06-29,,positive
1.28e+18,"COVID-19 situation in Delhi will improve in coming weeks, says Manish Sisodia https://t.co/4kvJ7UbqHF",Jaipur,Jaipur,2020-06-29,,neutral
1.28e+18,@AUThackeray @CMOMaharashtra @OfficeofUT @CPMumbaiPolice we have enough stress of daily life in this time of Covid… https://t.co/TGLIwfU3SW,Mumbai,Mumbai ,2020-06-29,['Others'],negative
1.28e+18,Last couple of mornings have been a delight because I'm spending them reading Gustave Roud's book of prose poems br… https://t.co/G44UX5GhVn,Kolkata,Kolkata,2020-06-29,,positive
1.28e+18,"Lockdown positive: E-grameen goes to town
https://t.co/UxWrCpa7Fm",New Delhi,New Delhi,2020-06-29,,neutral
1.28e+18,Day by day the covid-19 cases are increasing so it's not safe now to conduct the exams.We request to rajasthan gove… https://t.co/W4ZTHzMimu,Bundi,Bundi,2020-06-29,['Others'],negative
1.28e+18,"@GovindDotasra
@DrRPNishank
@RajCMO
@hanumanbeniwal
Stop exam due to covid 19 pandemic so prmote...................… https://t.co/Zhn6LOHjpR",Bundi,Bundi,2020-06-29,['Daily Services'],negative
1.28e+18,"Police Checking at Dahisar Causing Long Traffic upto Ghodbunber.

Either Open Lockdown or Dont Open! 

Please Dont… https://t.co/TM7GRXjNVS",Mumbai,Mumbai ,2020-06-29,['Food Shortage'],negative
1.28e+18,@TataSky @TataSky started a while back but i am still not convinced why the discontinuity is recurrent. Its becomin… https://t.co/C5ABqCMxbZ,Daskroi,Ahmedabad ,2020-06-29,['Economic'],negative
1.28e+18,"Dear Team @nhm_assam ,A person tested Covid positive. He's trying numerous times 104 but not being able to communic… https://t.co/rutb4FLcO0",Guwahati,Kamrup Metropolitan,2020-06-29,['Others'],negative
1.28e+18,"@INCIndia @RahulGandhi Dear, please help me. I have to start my own work.  I belong to poor family. Please help me… https://t.co/J1YG5lPers",Bhuna,Maldah,2020-06-29,['Economic'],negative
1.28e+18,This daily publication of new COVID cases is achieving nothing except more fear in the minds of the already careful… https://t.co/hPzHbMq750,Kolkata,Kolkata,2020-06-29,['Others'],negative
1.28e+18,"Covid-19 horror chamber that no one calls out.

Gujarat’s figures soar day by day; state govt reduces testing subst… https://t.co/tkOBr8JKXQ",Chikmagalur,Chikkamagaluru ,2020-06-29,['Others'],negative
1.28e+18,"Happiness is when what you Think, Say and Do are in harmony 💫❤️
.
.
.
.
📸Self timer By Candy😅📷 canonindia_official… https://t.co/g0yVDedm04",Pune,Pune ,2020-06-29,,positive
1.28e+18,"Why single out only #Ramdev_baba when so many leaders make wild claims at cost of people.

https://t.co/b2Cs316E8T",Nagpur,Nagpur ,2020-06-29,['Daily Services'],negative
1.28e+18,@CPMumbaiPolice Under which provision vehicle can b impounded?It will boost corruption. How can police restrict tra… https://t.co/CgUgvYwpDm,Mumbai,Mumbai ,2020-06-29,['Transpotation'],negative
1.28e+18,Priority should be to tackle pandemic by foreseeing possible spread in near future  by using rational models and… https://t.co/PY6CepZCOo,Mumbai,Mumbai ,2020-06-29,['Others'],negative
1.28e+18,@republic Which is your priority . First think of mass prayer which covid likes.,Bengaluru South,Bangalore ,2020-06-29,,neutral
1.28e+18,After 100 days of #lockdown #COVID  is finally here...#StayHomeStaySafe,Bengaluru South,Bangalore ,2020-06-29,,positive
1.28e+18,"India's covid-19 fight people-driven: PM @narendramodi 
https://t.co/QZV5muWbDk

via NaMo App https://t.co/MuxaR9JxnC",Allahabad Outer,Prayagraj,2020-06-29,,neutral
1.28e+18,"India much better placed than other nations in Covid-19 fight:@PMOIndia Modi
https://t.co/lr1DTWi4MD

via NaMo App https://t.co/ef6HorPuQp",Allahabad Outer,Prayagraj,2020-06-29,,neutral
1.28e+18,"India's #COVID-19 recovery rate over 58%: Health Minister Harsh Vardhan
https://t.co/vjX6t4ibXR

via NaMo App https://t.co/PMaFb7Z059",Lucknow,Lucknow,2020-06-29,,neutral
1.28e+18,"Rishikesh❤The word completely replete spirituality.
During these lockdown days, I missed much about the daily routi… https://t.co/vxcyK1XiSH",Triveni Ghat,Champawat,2020-06-29,['Economic'],negative
1.28e+18,@GoogleNewsInit Looking forward to learn more ways of digital journalism during the lockdown period. 😊,Andhra Pradesh,Madhubani,2020-06-29,,positive
1.28e+18,COVID-19 has created an acute shortage of donors and blood supply. If you are healthy and willing to donate blood p… https://t.co/WaxbHX4Z2y,Padur,Kanchipuram ,2020-06-29,,positive
1.28e+18,@BSYBJP @drashwathcn @RAshokaBJP @sriramulubjp @AmitShah @PMOIndia @narendramodi Appreciate the efforts taken by th… https://t.co/6RuaDsCPTQ,Bengaluru South,Bangalore ,2020-06-29,,positive
1.28e+18,COVID initial lockdown time lo we are lack of infra anduke agressive test lu cheyandi we need to stop corona in ear… https://t.co/kgkHlHmvJk,Proddatur,YSR,2020-06-29,['Others'],negative
1.28e+18,@DmMuzaffarnagar Dear Mam this is worst suitvation of any village ( Roniharzipur) under this COVID pandemic where p… https://t.co/MWdtHFAx9S,Muzaffarnagar,Muzaffarnagar,2020-06-29,['Others'],negative
1.28e+18,"May be due to India's weakening currency.
Demand side is also stronger due to financial, cultural aspect.
Gold has… https://t.co/su1JUvEKLa",Perambur Purasavakam,Chennai ,2020-06-29,,neutral
1.28e+18,@MSEDCL June bill has come three times more than what usually comes. Meter reading has been shown for last three mo… https://t.co/8fvxgmcXKC,Navi Mumbai,Thane,2020-06-29,,positive
1.28e+18,Thanks to Mahindra Team Excercise in Lockdown period ....... https://t.co/PQUICeT6Eu,Agra,Agra,2020-06-29,,positive
1.28e+18,@jayantgajria Govt feels you have saved a lot on fuel  during lockdown,Rajendra Nagar,Patna,2020-06-29,['Economic'],negative
1.28e+18,Thanks to Mahindra team Excercise at home  in Lockdown period ........ https://t.co/HOwQiyKgYh,Agra,Agra,2020-06-29,,positive
1.28e+18,"- 30 Thousands Covid Positive patients in Gujarat. Tests done are only 3.5 Lacs! 
- 7 Thousand Covid Positive patie… https://t.co/bH0VwoI5ic",Ahmadabad City,Ahmedabad ,2020-06-29,,positive
1.28e+18,"Dear Twitter friends
We are indebated to most respected Modiji who taught us to fight battle without weapons. Pl fo… https://t.co/ArI4DLIOJv",Mumbai,Mumbai ,2020-06-29,,positive
1.28e+18,Does India in a need of another Lockdown? @KshitijRastogi6 @rastogi_rolly,Allahabad,Prayagraj,2020-06-29,,neutral
1.28e+18,No need to create such a huge MNC hue &amp; cry over the coronil by patanjali.Ayurvedic med. have no side effects &amp; can… https://t.co/f5dGNdQUj1,Himachal Pradesh,Solan,2020-06-29,['Economic'],negative
1.28e+18,@CAtLarge Do you have destination list after covid situation?,Allahabad,Prayagraj,2020-06-29,,neutral
1.28e+18,"The reporting of active covid cases need to be change.
Report should provide following:
1. Total number of test don… https://t.co/LUltu5eUQ4",Kalyan Dombivali,Thane,2020-06-29,,neutral
1.28e+18,@shaziailmi @AmitShah @ArvindKejriwal @smitaprakash @BJP4India You are right. I failed to understand that why outdo… https://t.co/KAnsY2VWn6,New Delhi,New Delhi,2020-06-29,['Daily Services'],negative
1.28e+18,In Faridabad the number of Covid cases with the addition of new 3000 cases in a month in state it   could be topped… https://t.co/WKAUF6Lhva,Faridabad,Faridabad,2020-06-29,,neutral
1.28e+18,Will post-Covid times see the inexorable rise of corporate power over democracy?,Gurgaon,Gurugram,2020-06-29,,neutral
1.28e+18,The #EIA process scrutinises d potential environmental impact &amp; negative externalities of a proposed project b4 gro… https://t.co/4QlRXk3dJZ,Guwahati,Kamrup Metropolitan,2020-06-29,,neutral
1.28e+18,@mehtahansal By using it one can meet Covid by tracking it.,Noida,Gautam Buddha Nagar,2020-06-29,,neutral
1.28e+18,#TelanganaCovidTruth This is how the Telangana govt is handling the Covid 19. Complete failure on the part of the g… https://t.co/USW893FYhS,Hayathnagar,Rangareddy,2020-06-29,['Others'],negative
